Deal ID	Companies	Year Founded	Employees	Raised to Date	Announced Date	All Industries	Primary Industry Sector	Primary Industry Group	New Investors	Implied EV	Keywords	Verticals	Deal Size	Post Valuation	EBITDA	Valuation/EBITDA	Revenue	Valuation/Revenue	Net Income	Deal Date	Deal Type	Investors	Primary Industry Code	HQ Location	View Company Online
169792-30T	The Glimpse Group (NAS: GGRP)	2016		20.71	06-Apr-2021	"Business/Productivity Software, Media and Information Services (B2B), Multimedia and Design Software*"	Information Technology	Software			"5dimensional spatial information management, augmented reality software, augmented reality system, computer vision, content services, mixed reality, product design, product development, virtual reality software, virtual reality system"	"Artificial Intelligence & Machine Learning, Augmented Reality, SaaS, TMT, Virtual Reality"	12.25	66.87	-5.89	-11.35	3.42	19.55	-6.09	01-Jul-2021	IPO		Multimedia and Design Software	"New York, NY"	
189068-05T	The GP Service	2014		4.74		"Clinics/Outpatient Services*, Other Healthcare Services, Other Healthcare Technology Systems"	Healthcare	Healthcare Services	Kanabo Group	18.26	"general health, general medical consultation, medical directory, medical information platform, men's health, womens health"	"Digital Health, HealthTech"	18.26	18.26						21-Feb-2022	Merger/Acquisition	Kanabo Group(Avihu Tamir)	Clinics/Outpatient Services	"Leicester, United Kingdom"	
167030-11T	The Humble Co.	2013		5.51	18-Feb-2021	Personal Products*	Consumer Products and Services (B2C)	Consumer Non-Durables		95.06	"bamboo toothbrush, clinical product, dental care product manufacturer, toothbrush manufacturer, toothpaste manufacturer"	"CleanTech, E-Commerce, LOHAS & Wellness"	96.22	96.22	3.89	24.74	11.26	8.55	3.22	18-Mar-2021	Merger/Acquisition	Humble Group (STO: HUMBLE)(Simon Petrén)	Personal Products	"Stockholm, Sweden"	
166221-28T	The Hustle	2015	30	2.35	03-Feb-2021	"Movies, Music and Entertainment, Publishing*"	Consumer Products and Services (B2C)	Media		20	"business news, media platform, news portal website, news publisher, publishing service, startup news"	TMT	20	20						08-Feb-2021	Merger/Acquisition	HubSpot (NYS: HUBS)(Kieran Flanagan)	Publishing	"San Francisco, CA"	
186087-25T	The Label	2016				"Entertainment Software, Publishing*"	Consumer Products and Services (B2C)	Media		24	"game designer, game developer, game publisher, game studio, games publication, games publishing, gaming content, gaming developer, gaming publisher, gaming studio, indie game studio"	Gaming	24	24						06-Jan-2022	Merger/Acquisition	Everplay Group (LON: EVPL)(Michael Pattison)	Publishing	"San Francisco, CA"	
314867-26T	The Mint	2023				"Other Financial Services*, Specialized Finance"	Financial Services	Other Financial Services		2.32	"assets agency, blockchain model, blockchain platform, digital asset, digital ownership, financial services, fintech provider, tokenization process, tokens exchange"	"Cryptocurrency/Blockchain, FinTech"	2.32	2.32					-0.17	26-Jan-2024	Merger/Acquisition	Norwegian Block Exchange (OSL: NBX)(Stig Kjos-Mathisen)	Other Financial Services	"Narvik, Norway"	
225673-03T	The Peak	2020		0.35		"Publishing*, Social Content"	Consumer Products and Services (B2C)	Media		3.63	"business stories, curated news, curated news provider, international sources, latest news coverage, newsletter platform, newsletter service"		3.63	3.63						08-Jun-2023	Merger/Acquisition	ZoomerMedia(Moses Znaimer)	Publishing	"Toronto, Canada"	
178702-12T	The Pet Vet	2011				Other Services (B2C Non-Financial)*	Consumer Products and Services (B2C)	Services (Non-Financial)		25.78	"animal care, impact investing vertical, pet care, pet insurance, veterinary care, veterinary services"		28.23	28.23	-0.38	-74.01	14.7	1.92	-1.51	19-Aug-2021	Merger/Acquisition	CVS Group (Animal Husbandry) (LON: CVSG)(James Cahill)	Other Services (B2C Non-Financial)	"Rotherham, United Kingdom"	
310249-54T	The Small Exchange	2017				"Other Capital Markets/Institutions*, Other Financial Services"	Financial Services	Capital Markets/Institutions		100	"capital market, crypto trading, futures exchange platform, futures exchange service, futures trading services, online trading platform, trading services"	"Cryptocurrency/Blockchain, FinTech"	100	100						16-Oct-2025	Merger/Acquisition	Kraken	Other Capital Markets/Institutions	"Chicago, IL"	
189762-13T	The Spot 420	2013		0.4	01-Jan-2022	Other Pharmaceuticals and Biotechnology*	Healthcare	Pharmaceuticals and Biotechnology		0.01	"cannabis facility, cannabis products, cannabis retail, cannabis treatment, hemp product, marijuana treatment, medical practice company, shops medical"	"Cannabis, LOHAS & Wellness"	0.01	0.01						30-Jun-2022	Merger/Acquisition	Curaleaf Holdings (TSE: CURA)	Other Pharmaceuticals and Biotechnology	"Pueblo, CO"	
300803-95T	The Turmeric Co.	2016		1.19		Beverages*	Consumer Products and Services (B2C)	Consumer Non-Durables		45.06	"beverages market, drinks mixing, fresh drinks, healthy drinks, healthy products, immune system booster, inflammation cure, juice and smoothies"	"E-Commerce, LOHAS & Wellness"	22.69	45.3						07-Jul-2025	Merger/Acquisition	A.G. Barr (LON: BAG)(Euan Sutherland)	Beverages	"London, United Kingdom"	
195332-86T	The Yes	2018	40	31	02-Jun-2022	"Accessories, Application Software, Clothing, Specialty Retail*"	Consumer Products and Services (B2C)	Retail		87.6	"ai shopping app, ecommerce engine, ecommerce personalization, ecommerce solutions, online shopping, online shopping app, online store, shopping site"	"Artificial Intelligence & Machine Learning, E-Commerce, Mobile"	87.6	87.6						10-Jun-2022	Merger/Acquisition	Pinterest (NYS: PINS)(Benjamin Silbermann)	Specialty Retail	"Burlingame, CA"	
281928-34T	Theatro	2011		70.05	10-Jan-2025	"Business/Productivity Software, Communication Software*"	Information Technology	Software		173	"communication solutions, customer experience analysis, digital workflow software, enterprise wearables, mobile communication platform, virtual assistant, workforce management, workforce productivity, workplace safety tech"	"Artificial Intelligence & Machine Learning, Mobile, SaaS"	173	173						06-Mar-2025	Merger/Acquisition	Motorola Solutions (NYS: MSI)(Mahesh Saptharishi)	Communication Software	"Richardson, TX"	
335555-92T	Thefork	2007				"Business/Productivity Software*, Other Restaurants, Hotels and Leisure"	Information Technology	Software		700	"books tables, dining booking, dining reservation, reservation platform, restaurant booking, restaurant reservation"	"FoodTech, Restaurant Technology, SaaS"	700	700						15-Jun-2026	Merger/Acquisition	American Express (NYS: AXP)	Business/Productivity Software	"Paris, France"	
268515-46T	THEO Technologies	2012		9.66		"Business/Productivity Software, Software Development Applications*"	Information Technology	Software		57.01	"adaptive streaming, online media, streaming application, streaming technology, video content, video experience"	"Mobile, SaaS, TMT"	58.7	58.7	4.72	12.44	8.32	7.06	2.2	31-Jul-2024	Merger/Acquisition	Dolby Laboratories (NYS: DLB)(Giles Baker)	Software Development Applications	"Leuven, Belgium"	
268379-83T	Theorem (Financial Software)	2014		2.62	30-Jul-2024	"Financial Software*, Other Financial Services"	Information Technology	Software		17.5	"alternative lending, assets lending, financial services, investment management, investment management platform, marketplace lending, online loan processing, underwriting and credit score"	"Artificial Intelligence & Machine Learning, FinTech"	17.5	17.5						22-Oct-2024	Merger/Acquisition	Pagaya Technologies (NAS: PGY)(Gal Krubiner)	Financial Software	"San Mateo, CA"	
321655-42T	TheraB Medical	2014		3.65		Therapeutic Devices*	Healthcare	Healthcare Devices and Supplies		4.2	"infant jaundice treatment, jaundice phototherapy device, jaundice treatment machine, light therapy device, neonatal device, phototherapy device, phototherapy system, wearable technology"	"HealthTech, Life Sciences, Wearables & Quantified Self"	4.2	4.2						09-Feb-2026	Merger/Acquisition	natus sensory	Therapeutic Devices	"East Lansing, MI"	
225056-53T	Theragnostics	2013		11.4		"Diagnostic Equipment*, Drug Discovery, Other Healthcare Technology Systems, Pharmaceuticals"	Healthcare	Healthcare Devices and Supplies		2.16	"biopharmaceutical company, cancer care, cancer medicine, diagnostic asset, molecular radiotherapy, nuclear medicine, radionuclide therapy"	Oncology	2.5	2.5						01-Jun-2023	Merger/Acquisition	Ariceum(Manfred Rüdiger)	Diagnostic Equipment	"London, United Kingdom"	
180168-13T	Theseus Pharmaceuticals	2017		282	15-Sep-2021	Drug Discovery*	Healthcare	Pharmaceuticals and Biotechnology			"biotechnology company, chemistry, oncology care, oncology drug, oncology treatment, pharmaceutical, small molecule, tyrosine kinase inhibitor"		160	600.49	-21.54	-27.88	0		-21.54	07-Oct-2021	IPO		Drug Discovery	"Cambridge, MA"	
171162-37T	Thinkific (TSE: THNC)	2012		171.59	22-Mar-2021	"Education and Training Services (B2B), Educational Software*"	Information Technology	Software			"digital commerce, educational platform, educational platform operator, e-learning tools, learning management system, online courses, online education, online learning"	"EdTech, SaaS"	146.75	794.91	-1.29	-616.03	26.07	30.49	-1.86	27-Apr-2021	IPO		Educational Software	"Vancouver, Canada"	
252254-89T	Thinking Tree Spirits	2014		0.48		"Beverages*, Restaurants and Bars"	Consumer Products and Services (B2C)	Consumer Non-Durables		0.84	"alcohol retail, alcoholic mixing, flask spirits, fruits spirits, grain spirit distillery, handcrafted alcohol"	Manufacturing	0.84	0.84						21-Feb-2024	Merger/Acquisition	IP Strategy Holdings (NAS: IPST)(Jennifer Stiefel)	Beverages	"Eugene, OR"	
189206-56T	Thinx	2013		26.82		"Clothing*, Other Apparel"	Consumer Products and Services (B2C)	Apparel and Accessories		181	"feminine hygiene product, incontinence underwear, inner wear, mensuration proof underwear, organic tampons, period panties, period proof underwear, period underwear"	"E-Commerce, FemTech"	181	181			100	1.81		24-Feb-2022	Merger/Acquisition	Kimberly-Clark (NAS: KMB)	Clothing	"Eastchester, NY"	
202319-56T	Third Harmonic Bio	2019		340.3	23-Aug-2022	"Discovery Tools (Healthcare)*, Drug Discovery"	Healthcare	Pharmaceuticals and Biotechnology			"allergic disease, allergy therapy, cell receptor, inflammation cure, oral therapeutic, small molecule"	HealthTech	185.3	657.8	-38.62	-17.03	0		-38.62	14-Sep-2022	IPO		Discovery Tools (Healthcare)	"Cambridge, MA"	
183228-31T	ThirdEye Labs	2015		3.8		"Business/Productivity Software*, Other Hardware"	Information Technology	Software		0.42	"artificial intelligence, crime detection, crime spotter, identify crime, software solutions, theft detection, theft detection solution, video analytics"	"Artificial Intelligence & Machine Learning, Big Data, Mobile, TMT"	1.37	1.37						10-Nov-2021	Merger/Acquisition	Standard AI(Jordan Fisher)	Business/Productivity Software	"London, United Kingdom"	
249920-20T	ThorDrive	2016		26.1		"Business/Productivity Software, Road*"	Business Products and Services (B2B)	Commercial Transportation		7.42	"autonomous driving, autonomous industrial robots, autonomous machine, autonomous technologies, autonomous vehicle, autonomous vehicle software, cargo transport, enterprise resource planning, erp, logistics transportation, self driving car"	"Artificial Intelligence & Machine Learning, Autonomous cars, Mobility Tech"	3.73	7.42						22-Jan-2024	Merger/Acquisition	Unitrontech (KRX: 142210)	Road	"Cincinnati, OH"	
180357-85T	Threat Stack	2012		72.37	20-Sep-2021	"IT Consulting and Outsourcing, Network Management Software*"	Information Technology	Software		68	"cloud security, data loss prevention, intrusion detection, intrusion detection software, intrusion detection system, threat detection"	"Cybersecurity, SaaS, TMT"	68	68						01-Oct-2021	Merger/Acquisition	F5 (NAS: FFIV)(Geng Lin)	Network Management Software	"Boston, MA"	
190159-93T	Threat Status	2017				"IT Consulting and Outsourcing, Network Management Software*"	Information Technology	Software		1.8	"cybersecurity platform, cybersecurity software, data software, risk monitoring, risk scoring algorithm, sensitive data management"	Cybersecurity	1.8	1.8						11-Mar-2022	Merger/Acquisition	Crossword Cybersecurity(Thomas Ilube)	Network Management Software	"Fareham, United Kingdom"	
315012-70T	ThreatX	2014		51.92		Network Management Software*	Information Technology	Software		19.6	"application protection, application security, cloud security, cyber fraud, network management, network security, security monitoring, web application protection"	"Cybersecurity, SaaS"	19.6	19.6						12-Feb-2025	Merger/Acquisition		Network Management Software	"Boulder, CO"	
157989-79T	ThredUp (NAS: TDUP)	2009		430.84	21-Oct-2020	"Accessories, Clothing, Other Services (B2C Non-Financial)*"	Consumer Products and Services (B2C)	Services (Non-Financial)			"children's clothing, clothing swap, exchange service, kids wear, online exchange, shopping portal, used apparel"	"E-Commerce, TMT"	168	1272.05	-40.92	-31.09	186.02	6.84	-47.88	26-Mar-2021	IPO		Other Services (B2C Non-Financial)	"Oakland, CA"	
172301-59T	threedy AI	2018			18-May-2021	Multimedia and Design Software*	Information Technology	Software		5.59	"2d photo, 3d images converter, 3d photo, 3d photo converter, 3d photo designer, 3d visualization platform, computer vision, email and authoring, kms, knowledge management system"	"Artificial Intelligence & Machine Learning, Big Data"	5.58	5.58						25-Jun-2021	Merger/Acquisition	NexTech3D.AI (CNQ: NTAR)(Evan Gappelberg)	Multimedia and Design Software	"Sunnyvale, CA"	
190727-65T	Thrive Cannabis	2015		6.08	22-Mar-2022	"Other Agriculture, Other Consumer Non-Durables, Other Pharmaceuticals and Biotechnology*"	Healthcare	Pharmaceuticals and Biotechnology		49.86	"cannabis, cannabis assets, cannabis distribution, cannabis manufacturer, cannabis manufacturing, cannabis production, cultivation crop"	"Cannabis, LOHAS & Wellness, Manufacturing"	49.86	49.86			1.4	35.61		05-May-2022	Merger/Acquisition	Aurora Cannabis (TSE: ACB)(Miguel Martin)	Other Pharmaceuticals and Biotechnology	"Simcoe, Canada"	
158242-60T	Thrive Earlier Detection	2016		367	27-Oct-2020	Biotechnology*	Healthcare	Pharmaceuticals and Biotechnology		2190	"blood test kits, cancer detection device, cancer detection platform, cancer detection test kits, cancer test kits, liquid biopsy test"	"Artificial Intelligence & Machine Learning, Life Sciences, Oncology"	2190	2190						05-Jan-2021	Merger/Acquisition	Exact Sciences(Kevin Conroy)	Biotechnology	"Cambridge, MA"	
327259-18T	Thriving Springs	2022		0.02		"Business/Productivity Software*, Education and Training Services (B2B)"	Information Technology	Software		1	"artificial intelligence firm, emotional care, emotional intelligence, emotional intelligence analysis, emotional intelligence platform, emotional intelligence software, machine learning"	"Artificial Intelligence & Machine Learning, Big Data, EdTech, HR Tech, SaaS"	1	1						03-Mar-2026	Merger/Acquisition	Uber (NYS: UBER)	Business/Productivity Software	"Lewes, DE"	
